Date,Open,High,Low,Close,Volume
1/2/2023 15:30:00,12636.6,12685.1,12604.45,12667.75,0
1/3/2023 15:30:00,12664.15,12687.45,12583.75,12614.75,0
1/4/2023 15:30:00,12622.8,12631.2,12467.8,12512.05,0
1/5/2023 15:30:00,12555.55,12668.35,12507.45,12656.65,0
1/6/2023 15:30:00,12656.9,12689,12597.75,12627.8,0
1/9/2023 15:30:00,12706.65,12810.45,12694.35,12783,0
1/10/2023 15:30:00,12844.4,12906.6,12769.45,12819.1,0
1/11/2023 15:30:00,12856.05,12865.9,12714.7,12753.05,0
1/12/2023 15:30:00,12786.95,12807.7,12703.25,12769.4,0
1/13/2023 15:30:00,12797.5,12883.9,12724.05,12832.4,0
1/16/2023 15:30:00,12861.25,12892.25,12694.85,12748.8,0
1/17/2023 15:30:00,12769,12835.25,12705.7,12821.85,0
1/18/2023 15:30:00,12827.35,12835.55,12759.95,12817.6,0
1/19/2023 15:30:00,12775.6,12803.5,12743.55,12763,0
1/20/2023 15:30:00,12775.75,12794.15,12673.8,12691.7,0
1/23/2023 15:30:00,12748.15,12845.25,12700.4,12797.05,0
1/24/2023 15:30:00,12840.4,12976.5,12818.8,12960.85,0
1/25/2023 15:30:00,12986.5,13030.3,12895.35,12957.15,0
1/27/2023 15:30:00,13105.85,13278.85,12912.2,13089.7,0
1/30/2023 15:30:00,13096.45,13164.25,12959.65,13076.85,0
1/31/2023 15:30:00,13160.8,13355.95,13099.4,13323.9,0
2/1/2023 15:30:00,13397.75,13539.8,12972.35,13206.85,0
2/2/2023 15:30:00,13178.15,13275.55,13091.15,13213.25,0
2/3/2023 15:30:00,13273.75,13396.95,13167.65,13377.95,0
2/6/2023 15:30:00,13372.1,13398.2,13221.8,13360.15,0
2/7/2023 15:30:00,13379.35,13391,13182.6,13226.05,0
2/8/2023 15:30:00,13246.65,13276,13132.85,13257.35,0
2/9/2023 15:30:00,13244.75,13246.05,13133.55,13187.85,0
2/10/2023 15:30:00,13198.45,13264.9,13153.8,13235.05,0
2/13/2023 15:30:00,13224.6,13287.7,13074.15,13154.35,0
2/14/2023 15:30:00,13184.95,13220.15,13093.55,13106.55,0
2/15/2023 15:30:00,13099.25,13246.2,13087.4,13235.2,0
2/16/2023 15:30:00,13274.3,13316.25,13187,13206.05,0
2/17/2023 15:30:00,13153.05,13233,13107.85,13140,0
2/20/2023 15:30:00,13165.3,13228.6,13105.35,13177.4,0
2/21/2023 15:30:00,13222.45,13227.9,13129.3,13148.75,0
2/22/2023 15:30:00,13114.25,13149.5,12973.3,12989.95,0
2/23/2023 15:30:00,13018.15,13026.4,12896.25,12982.25,0
2/24/2023 15:30:00,13024.5,13037.65,12853.95,12869.1,0
2/27/2023 15:30:00,12822.85,12840.9,12566.05,12675.3,0
2/28/2023 15:30:00,12714.8,12855.25,12689.4,12731.8,0
3/1/2023 15:30:00,12759,12881.95,12755.85,12849.3,0
3/2/2023 15:30:00,12874.3,12875.2,12712.35,12738.8,0
3/3/2023 15:30:00,12799.9,12834.9,12750.95,12787.05,0
3/6/2023 15:30:00,12828.35,12937.15,12821.75,12909.5,0
3/8/2023 15:30:00,12882.95,13030.05,12859.25,13019.5,0
3/9/2023 15:30:00,13039.9,13059.45,12766.75,12781.2,0
3/10/2023 15:30:00,12762.3,12766.2,12692.05,12741.6,0
3/13/2023 15:30:00,12714.55,12738.4,12410.1,12456,0
3/14/2023 15:30:00,12475.2,12486.05,12310.05,12345.55,0
3/15/2023 15:30:00,12461.8,12489.7,12266.6,12282,0
3/16/2023 15:30:00,12267,12349.15,12159.9,12304.9,0
3/17/2023 15:30:00,12387.35,12424.95,12177.55,12245.95,0
3/20/2023 15:30:00,12225.3,12255.45,12025.4,12131.7,0
3/21/2023 15:30:00,12165.05,12188.1,12114.45,12141.95,0
3/22/2023 15:30:00,12190.1,12266.3,12165.2,12201.35,0
3/23/2023 15:30:00,12191.9,12270.9,12153.4,12205.7,0
3/24/2023 15:30:00,12196.5,12235.95,12089.1,12113.4,0
3/27/2023 15:30:00,12093.75,12131.35,12015.85,12035.1,0
3/28/2023 15:30:00,12066.9,12090.5,11901.85,11917.95,0
3/29/2023 15:30:00,11944.3,12142.55,11935.1,12121.3,0
3/31/2023 15:30:00,12157.8,12257.65,12154,12243.8,0
4/3/2023 15:30:00,12361.05,12456.7,12328.4,12425.85,0
4/5/2023 15:30:00,12428.5,12453.8,12340.25,12357.65,0
4/6/2023 15:30:00,12366.6,12479.85,12312.75,12469.35,0
4/10/2023 15:30:00,12520.1,12636.15,12516.45,12616.75,0
4/11/2023 15:30:00,12679.15,12756,12640.4,12742.05,0
4/12/2023 15:30:00,12759,12897.65,12751.75,12862.2,0
4/13/2023 15:30:00,12884.45,12938.8,12861.15,12918.65,0
4/17/2023 15:30:00,13012.9,13012.9,12910.95,12996.15,0
4/18/2023 15:30:00,13021.45,13065.15,12954.35,13005.1,0
4/19/2023 15:30:00,12992.1,13056.1,12981.15,13002.55,0
4/20/2023 15:30:00,13028.5,13049.2,12995.1,13032.35,0
4/21/2023 15:30:00,13031.9,13031.9,12881.15,12898.75,0
4/24/2023 15:30:00,12901.05,12928.75,12838.2,12893.35,0
4/25/2023 15:30:00,12916.95,12942.85,12869.1,12904.55,0
4/26/2023 15:30:00,12928.3,12992.65,12900.65,12972.75,0
4/27/2023 15:30:00,12984.65,13084.95,12961.4,13071.8,0
4/28/2023 15:30:00,13103.55,13208.65,13071,13189.25,0
5/2/2023 15:30:00,13212.3,13307.45,13147.9,13283.15,0
5/3/2023 15:30:00,13273.2,13289.25,13215.95,13278.6,0
5/4/2023 15:30:00,13291.75,13320.2,13260.55,13292.55,0
5/5/2023 15:30:00,13314.3,13453.65,13287.65,13345.8,0
5/8/2023 15:30:00,13422.05,13603.05,13396.55,13584.25,0
5/9/2023 15:30:00,13631.15,13712.4,13600.05,13648.5,0
5/10/2023 15:30:00,13705.35,13763.1,13626.65,13750.85,0
5/11/2023 15:30:00,13810.85,13826.9,13736.05,13803.75,0
5/12/2023 15:30:00,13871.65,13957.2,13854.8,13910.5,0
5/15/2023 15:30:00,13952.75,14082.45,13931.4,14007.85,0
5/16/2023 15:30:00,14046.4,14067.05,13851.2,13877.7,0
5/17/2023 15:30:00,13892.7,13936.5,13839.2,13889.9,0
5/18/2023 15:30:00,13948,13960.85,13756.85,13767.7,0
5/19/2023 15:30:00,13799,13876.55,13647.6,13863.55,0
5/22/2023 15:30:00,13856.3,13925.15,13823.4,13890.5,0
5/23/2023 15:30:00,13907.55,13994.6,13884.7,13982.6,0
5/24/2023 15:30:00,13959.9,14035.4,13916.25,13989.6,0
5/25/2023 15:30:00,13963.05,14050.85,13920.75,14029.5,0
5/26/2023 15:30:00,14063.4,14150,14017.65,14130.45,0
5/29/2023 15:30:00,14254.85,14315.35,14158,14219.6,0
5/30/2023 15:30:00,14241.15,14273.3,14164.75,14177.85,0
5/31/2023 15:30:00,14180.65,14236.8,14107.7,14199,0
6/1/2023 15:30:00,14202.4,14303.3,14168.75,14257,0
6/2/2023 15:30:00,14325.35,14402.25,14263.45,14388.6,0
6/5/2023 15:30:00,14469.7,14598.4,14449.75,14570.25,0
6/6/2023 15:30:00,14609,14743.45,14594.3,14729.5,0
6/7/2023 15:30:00,14798.45,14842.5,14716.35,14819.45,0
6/8/2023 15:30:00,14866.25,14903.1,14669.8,14692,0
6/9/2023 15:30:00,14730.05,14759.55,14610.2,14626,0
6/12/2023 15:30:00,14691.95,14729.2,14601,14673.85,0
6/13/2023 15:30:00,14714.25,14744,14643.55,14658.3,0
6/14/2023 15:30:00,14692.75,14718.15,14635.9,14682.7,0
6/15/2023 15:30:00,14714.9,14815.8,14660.55,14707.85,0
6/16/2023 15:30:00,14747.85,14788.15,14701.55,14768.45,0
6/19/2023 15:30:00,14807.65,14842.3,14658.05,14676.7,0
6/20/2023 15:30:00,14683.9,14810.75,14573.9,14785.65,0
6/21/2023 15:30:00,14813,14885.2,14738.3,14777.7,0
6/22/2023 15:30:00,14819.9,14871.8,14683,14702.1,0
6/23/2023 15:30:00,14706.6,14715.85,14536.35,14550.2,0
6/26/2023 15:30:00,14563.05,14745.65,14527.6,14717.85,0
6/27/2023 15:30:00,14764.6,14802.55,14694.9,14729.9,0
6/30/2023 15:30:00,14892.45,15182.45,14884.35,15147.65,0
7/3/2023 15:30:00,15198.05,15291.55,15089.8,15106.85,0
7/4/2023 15:30:00,15180.9,15185.85,15010.1,15035.05,0
7/5/2023 15:30:00,15108.4,15304.2,15048.2,15281.9,0
7/6/2023 15:30:00,15290.3,15471,15239.1,15453.7,0
7/7/2023 15:30:00,15423.2,15565.75,15374.5,15498.85,0
7/10/2023 15:30:00,15556.25,15630.2,15387.2,15403.2,0
7/11/2023 15:30:00,15486.55,15630.45,15456.45,15617.45,0
7/12/2023 15:30:00,15633,15655.2,15549.8,15614.9,0
7/13/2023 15:30:00,15685.1,15761.2,15460.8,15519.7,0
7/14/2023 15:30:00,15574.45,15605.9,15513.3,15576.1,0
7/17/2023 15:30:00,15641.45,15643.8,15477.7,15526.8,0
7/18/2023 15:30:00,15558.35,15595.75,15443.05,15513.8,0
7/19/2023 15:30:00,15526.3,15559.3,15454.85,15513.15,0
7/20/2023 15:30:00,15544.45,15589.9,15434.4,15577,0
7/21/2023 15:30:00,15547.4,15645.3,15509.55,15590.35,0
7/24/2023 15:30:00,15614.3,15715.65,15581.6,15617.55,0
7/25/2023 15:30:00,15689.15,15786.7,15664.35,15765.6,0
7/26/2023 15:30:00,15820.85,15912.15,15734.85,15763.25,0
7/27/2023 15:30:00,15713.65,15713.9,15492.55,15572,0
7/28/2023 15:30:00,15628.45,15631.35,15466.9,15537.9,0
7/31/2023 15:30:00,15574.55,15738.15,15512.9,15708.05,0
8/1/2023 15:30:00,15720.95,15813.9,15638.7,15688.7,0
8/2/2023 15:30:00,15688.75,15694.8,15300.1,15428.9,0
8/3/2023 15:30:00,15406.45,15489.9,15316.05,15379.8,0
8/4/2023 15:30:00,15469.6,15513.55,15218.6,15328.4,0
8/7/2023 15:30:00,15404.6,15441.6,15333.85,15390.9,0
8/8/2023 15:30:00,15430.85,15452.6,15280.6,15343.65,0
8/9/2023 15:30:00,15381.75,15502.55,15272.6,15486.2,0
8/10/2023 15:30:00,15492.55,15522.8,15400.6,15444.8,0
8/11/2023 15:30:00,15484,15488.4,15355.75,15378.1,0
8/14/2023 15:30:00,15369.75,15371.9,15122.95,15327.45,0
8/16/2023 15:30:00,15330.7,15450,15218.9,15425,0
8/17/2023 15:30:00,15466.55,15479.4,15339.75,15399.25,0
8/18/2023 15:30:00,15379.95,15436.15,15329.95,15391.75,0
8/21/2023 15:30:00,15395,15456.15,15338.65,15427.6,0
8/22/2023 15:30:00,15445.85,15533,15422.65,15507.9,0
8/23/2023 15:30:00,15539.8,15553.35,15471.5,15498.1,0
8/24/2023 15:30:00,15579.85,15581.85,15439.45,15459.3,0
8/25/2023 15:30:00,15427.5,15493.35,15293.9,15363.6,0
8/28/2023 15:30:00,15402.05,15521.8,15392.35,15475.25,0
8/29/2023 15:30:00,15515.3,15594.65,15472.65,15578.9,0
8/30/2023 15:30:00,15654.2,15732.3,15623.7,15678.1,0
8/31/2023 15:30:00,15712.2,15783.15,15643.55,15670.25,0
9/1/2023 15:30:00,15708.45,15964.6,15667.4,15928.3,0
9/4/2023 15:30:00,16039.6,16040.4,15855.9,15943.6,0
9/5/2023 15:30:00,15966.45,16030.35,15919.05,15942.75,0
9/6/2023 15:30:00,15973.5,15974.85,15842.8,15921.25,0
9/7/2023 15:30:00,15918.6,16014.75,15898.2,15995.85,0
9/8/2023 15:30:00,16056.95,16130.45,15995.85,16102.9,0
9/11/2023 15:30:00,16173.9,16386.5,16163.45,16374.95,0
9/12/2023 15:30:00,16417.65,16428.35,15940.05,16070.05,0
9/13/2023 15:30:00,16081.25,16112.95,15926.2,15995.95,0
9/14/2023 15:30:00,16065.45,16193.4,16056.9,16169.65,0
9/15/2023 15:30:00,16249,16456.8,16241.55,16425.8,0
9/18/2023 15:30:00,16451.8,16647.05,16397.4,16563.9,0
9/20/2023 15:30:00,16495.2,16628.95,16411.6,16479.7,0
9/21/2023 15:30:00,16468.95,16516.55,16160.6,16200.4,0
9/22/2023 15:30:00,16214,16301.3,16129.05,16234.35,0
9/25/2023 15:30:00,16267,16320.05,16170.5,16221.55,0
9/26/2023 15:30:00,16241.55,16325.25,16231.25,16278.25,0
9/27/2023 15:30:00,16281.95,16315.8,16195.85,16283.4,0
9/28/2023 15:30:00,16308.25,16327,16041.5,16092.2,0
9/29/2023 15:30:00,16146.85,16261.9,16045.1,16184.4,0
10/3/2023 15:30:00,16315.35,16316,15955.9,15990.6,0
10/4/2023 15:30:00,15952.25,15952.6,15715.9,15782.6,0
10/5/2023 15:30:00,15878.95,15960.7,15785.9,15916.1,0
10/6/2023 15:30:00,16025.2,16039.8,15966.4,15990.65,0
10/9/2023 15:30:00,15891.1,15958.8,15801.85,15832.85,0
10/10/2023 15:30:00,15892.25,16059.3,15877.05,16028.7,0
10/11/2023 15:30:00,16088.95,16204.25,16085.2,16175.8,0
10/12/2023 15:30:00,16232.9,16327.4,16216.85,16301.7,0
10/13/2023 15:30:00,16231.25,16468,16229.35,16444.95,0
10/16/2023 15:30:00,16460.05,16551.9,16446.15,16519.35,0
10/17/2023 15:30:00,16585.7,16618.45,16490.55,16522.75,0
10/18/2023 15:30:00,16544.05,16592.95,16482.65,16535.4,0
10/19/2023 15:30:00,16458,16645.7,16445.25,16618,0
10/20/2023 15:30:00,16579.45,16664.85,16470.25,16497.85,0
10/23/2023 15:30:00,16450.85,16538.1,16253.75,16277.85,0
10/25/2023 15:30:00,16297.55,16343.65,16082.45,16210.45,0
10/26/2023 15:30:00,16129.75,16155.7,15928.6,15953.05,0
10/27/2023 15:30:00,16002.25,16279.8,16002.15,16169.15,0
10/30/2023 15:30:00,16215.65,16242.35,15831.8,16023.45,0
10/31/2023 15:30:00,16139.25,16139.25,15899.25,15916.2,0
11/1/2023 15:30:00,15952,16007.5,15807.95,15835.65,0
11/2/2023 15:30:00,15948.05,15977.9,15836,15948.65,0
11/3/2023 15:30:00,16108.7,16130.1,16015.1,16045.4,0
11/6/2023 15:30:00,16156.95,16185.65,16102.85,16172.75,0
11/7/2023 15:30:00,16171.4,16220.35,16116.6,16143.75,0
11/8/2023 15:30:00,16220.2,16235.95,16166,16220.8,0
11/9/2023 15:30:00,16253.55,16401.5,16229.65,16355.3,0
11/10/2023 15:30:00,16340.75,16341.1,16185.5,16286.7,0
11/13/2023 15:30:00,16370.15,16387.2,16307.8,16365.3,0
11/15/2023 15:30:00,16522.65,16666.8,16421.75,16648.5,0
11/16/2023 15:30:00,16667.3,16863.85,16632.3,16788.9,0
11/17/2023 15:30:00,16819.35,16951.6,16798.9,16905.5,0
11/20/2023 15:30:00,16912.45,16951.3,16730.1,16777.3,0
11/21/2023 15:30:00,16824.65,16871.4,16758.3,16860.1,0
11/22/2023 15:30:00,16880.1,16992.55,16767.65,16972.2,0
11/23/2023 15:30:00,17018.75,17067.95,16993.75,17033.55,0
11/24/2023 15:30:00,17067.15,17080.85,17014.1,17040.35,0
11/28/2023 15:30:00,17092,17230.55,17047.1,17202.75,0
11/29/2023 15:30:00,17286.5,17503.75,17244.25,17482.45,0
11/30/2023 15:30:00,17514.65,17588.55,17436.7,17551.85,0
12/1/2023 15:30:00,17611.25,17644.75,17462.05,17489.05,0
12/4/2023 15:30:00,17756.15,17756.95,17530.95,17687.25,0
12/5/2023 15:30:00,17728.85,17868.5,17681.6,17792.1,0
12/6/2023 15:30:00,17775.35,17827.7,17672.95,17788.4,0
12/7/2023 15:30:00,17865.75,18005.6,17757.4,17867.35,0
12/8/2023 15:30:00,17914.95,17948.25,17663.3,17769.1,0
12/11/2023 15:30:00,17811.15,17885.85,17711.65,17852.3,0
12/12/2023 15:30:00,17927.4,17935,17630.65,17726.5,0
12/13/2023 15:30:00,17753.8,17937.15,17699.65,17917.9,0
12/14/2023 15:30:00,17998.55,18077,17926.6,18045.05,0
12/15/2023 15:30:00,18179.2,18182.1,17843.25,18038.25,0
12/18/2023 15:30:00,18048.45,18156.1,17969.75,18068.25,0
12/19/2023 15:30:00,18112.25,18116.55,17905.1,17932.7,0
12/20/2023 15:30:00,18019.1,18038.5,17479.9,17523.55,0
12/21/2023 15:30:00,17405,17603.55,17294.35,17537.85,0
12/22/2023 15:30:00,17627.75,17840.6,17566.85,17778.9,0
12/26/2023 15:30:00,17841.9,17977.05,17806.9,17953.55,0
12/27/2023 15:30:00,18040.35,18242.85,18009.75,18224.85,0
12/28/2023 15:30:00,18244.35,18446.55,18234.75,18408.6,0
12/29/2023 15:30:00,18440.8,18719.5,18417.85,18618.2,0
1/1/2024 15:30:00,18666.35,18707.8,18565.05,18594.35,0
1/2/2024 15:30:00,18651.35,18664.35,18241,18339.35,0
1/3/2024 15:30:00,18361.3,18395.45,18175.5,18317.5,0
1/4/2024 15:30:00,18428.95,18428.95,18296.75,18326.75,0
1/5/2024 15:30:00,18378.45,18514.75,18345.2,18406.95,0
1/8/2024 15:30:00,18490.65,18556.75,18332.3,18350.2,0
1/9/2024 15:30:00,18542.45,18606.15,18402.4,18519.8,0
1/10/2024 15:30:00,18565.6,18575.1,18384.45,18559.1,0
1/11/2024 15:30:00,18648.5,18826.9,18631.45,18755.1,0
1/12/2024 15:30:00,18771,18798.75,18588.15,18715.2,0
1/15/2024 15:30:00,18796.65,18799.4,18623.6,18765.25,0
1/16/2024 15:30:00,18749.1,18865.85,18642.3,18712.7,0
1/17/2024 15:30:00,18537,18620,18413.65,18447.25,0
1/18/2024 15:30:00,18402.5,18528.45,18142.5,18496.25,0
1/19/2024 15:30:00,18585.05,18708.35,18572.75,18694.6,0
1/23/2024 15:30:00,18649.6,18763,18314.15,18361,0
1/24/2024 15:30:00,18384.6,18632.15,18143.75,18593.7,0
1/25/2024 15:30:00,18707.75,18709.1,18434.45,18614.9,0
1/29/2024 15:30:00,18631,18949.6,18570.75,18927.25,0
1/30/2024 15:30:00,18993.65,19123.7,18859.1,18878.35,0
1/31/2024 15:30:00,18887.15,19257.1,18861.55,19227.15,0
2/1/2024 15:30:00,19351.85,19559.55,19283.35,19328.7,0
2/2/2024 15:30:00,19364,19563.05,19304.75,19380.5,0
2/5/2024 15:30:00,19655.85,19823.35,19529.2,19615.3,0
2/6/2024 15:30:00,19731.2,19912.45,19683.9,19903.85,0
2/7/2024 15:30:00,19977.75,20033.6,19762.2,19903.8,0
2/8/2024 15:30:00,19963.25,19974.55,19607.5,19649.5,0
2/9/2024 15:30:00,19709.75,19713.35,19365.2,19576,0
2/12/2024 15:30:00,19644,19653.15,19364.5,19419.6,0
2/13/2024 15:30:00,19504.95,19554,19235.9,19433.05,0
2/14/2024 15:30:00,19300.5,19770.8,19257.1,19716,0
2/15/2024 15:30:00,19842.65,20029.1,19811.95,19981.7,0
2/16/2024 15:30:00,20093.65,20515.05,20074.1,20423.45,0
2/19/2024 15:30:00,20514.2,20548.8,20380.9,20481.6,0
2/20/2024 15:30:00,20459.35,20480.4,20239.5,20354.25,0
2/21/2024 15:30:00,20372,20494.1,20192.45,20252.55,0
2/22/2024 15:30:00,20341.15,20621.95,20181,20584.85,0
2/23/2024 15:30:00,20692.8,20711,20540.75,20621.35,0
2/26/2024 15:30:00,20633.45,20714.45,20537.5,20642.4,0
2/27/2024 15:30:00,20633.4,20825.85,20593,20788.55,0
2/28/2024 15:30:00,20808.4,20830.4,20325.7,20372.35,0
2/29/2024 15:30:00,20317.8,20481.75,20230.2,20412.4,0
3/1/2024 15:30:00,20485.75,20918.25,20473.3,20871.95,0
3/4/2024 15:30:00,20998.85,21040.35,20824.95,20840.2,0
3/5/2024 15:30:00,21003.1,21348.95,20930.4,21121.2,0
3/6/2024 15:30:00,21153.35,21229.35,20888.8,21181.3,0
3/7/2024 15:30:00,21141.4,21247.55,21004.5,21126.8,0
3/11/2024 15:30:00,21213.4,21219.85,20962,21001.15,0
3/12/2024 15:30:00,20999.3,21077.05,20853.85,20931.85,0
3/13/2024 15:30:00,20942.25,20988.55,20211.2,20338.25,0
3/14/2024 15:30:00,20235.05,20569.25,20169.85,20514.25,0
3/15/2024 15:30:00,20475.6,20523.35,20066.8,20192.3,0
3/18/2024 15:30:00,20189.85,20462.7,20102.9,20446.6,0
3/19/2024 15:30:00,20398.45,20449.8,20258.1,20354.1,0
3/20/2024 15:30:00,20438.45,20618.1,20263.9,20406.45,0
3/21/2024 15:30:00,20541.75,20750.4,20472.6,20700.25,0
3/22/2024 15:30:00,20706.4,21177.4,20622.8,21046.4,0
